buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
50.0,1.0,100.0,14.0,2.2163671532788243,100,50.0,45.11888599395752
100.0,2.0,100.0,0.0,14.059531128173807,200,100.0,52.23150038719177
150.0,3.0,100.0,13.0,13.982466577692975,300,150.0,59.38331580162048
200.0,4.0,100.0,0.0,14.18876523388792,400,200.0,66.43114686012268
250.0,5.0,100.0,0.0,13.14921214371204,500,250.0,74.03616690635681
300.0,6.0,100.0,0.0,13.653379555712037,600,300.0,81.3603618144989
350.0,7.0,100.0,0.0,13.734366992755106,700,350.0,88.6413688659668
400.0,8.0,100.0,0.0,14.327061047199463,800,400.0,95.62116861343384
450.0,9.0,100.0,0.0,14.00703981401175,900,450.0,102.76043725013733
500.0,10.0,100.0,0.0,14.539654987970815,1000,500.0,109.63818144798279
550.0,11.0,100.0,0.0,13.503906802108053,1100,550.0,117.04344749450684
600.0,12.0,100.0,0.0,13.475659915702588,1200,600.0,124.46423602104187
650.0,13.0,100.0,9.0,13.811775802850894,1300,650.0,131.7044358253479
700.0,14.0,100.0,0.0,14.509689843437817,1400,700.0,138.59638333320618
750.0,15.0,100.0,0.0,13.805988830336004,1500,750.0,145.83961844444275
800.0,16.0,100.0,0.0,14.030573058863387,1600,800.0,152.96691274642944
850.0,17.0,100.0,0.0,13.839198910339412,1700,850.0,160.1927661895752
900.0,18.0,100.0,0.0,13.6509857370557,1800,900.0,167.5182466506958
950.0,19.0,100.0,0.0,13.798699397414929,1900,950.0,174.76530766487122
1000.0,20.0,100.0,0.0,13.617408994883712,2000,1000.0,182.10884976387024
1050.0,21.0,100.0,0.0,2.9799899298703028,2100,1050.0,215.66601181030273
1100.0,22.0,100.0,0.0,11.890970369787194,2200,1100.0,224.0757555961609
1150.0,23.0,100.0,11.0,11.9743398845602,2300,1150.0,232.4269483089447
1200.0,24.0,100.0,0.0,12.082941856915035,2400,1200.0,240.7030804157257
1250.0,25.0,100.0,0.0,12.28060045851279,2500,1250.0,248.84600591659546
1300.0,26.0,100.0,0.0,12.129481885986738,2600,1300.0,257.09038281440735
1350.0,27.0,100.0,0.0,12.420404422172647,2700,1350.0,265.14165234565735
1400.0,28.0,100.0,0.0,11.7815658262727,2800,1400.0,273.6294901371002
1450.0,29.0,100.0,0.0,12.286324548476612,2900,1450.0,281.7686221599579
1500.0,30.0,100.0,0.0,12.384395587860652,3000,1500.0,289.84330105781555
1550.0,31.0,100.0,0.0,12.583088037401643,3100,1550.0,297.79047751426697
1600.0,32.0,100.0,0.0,11.840349568181793,3200,1600.0,306.23617577552795
1650.0,33.0,100.0,0.0,12.073796234192793,3300,1650.0,314.5185766220093
1700.0,34.0,100.0,0.0,12.44243048970735,3400,1700.0,322.555593252182
1750.0,35.0,100.0,0.0,12.153590194009572,3500,1750.0,330.7836158275604
1800.0,36.0,100.0,0.0,11.386411175639385,3600,1800.0,339.56601572036743
1850.0,37.0,100.0,0.0,11.13419580020648,3700,1850.0,348.5473575592041
1900.0,38.0,100.0,14.0,11.091529132021703,3800,1900.0,357.5632483959198
1950.0,39.0,100.0,0.0,10.878549333096515,3900,1950.0,366.7556517124176
2000.0,40.0,100.0,0.0,10.612467287871864,4000,2000.0,376.17853307724
2050.0,41.0,100.0,0.0,2.777779451859859,4100,2050.0,412.17851305007935
2100.0,42.0,100.0,16.0,11.185445105113029,4200,2100.0,421.11870431900024
2150.0,43.0,100.0,0.0,11.14652961982193,4300,2150.0,430.0901081562042
2200.0,44.0,100.0,0.0,11.519560809713148,4400,2200.0,438.77099680900574
2250.0,45.0,100.0,13.0,10.672792687249533,4500,2250.0,448.14061737060547
2300.0,46.0,100.0,0.0,10.960482328705291,4600,2300.0,457.2643051147461
2350.0,47.0,100.0,0.0,11.08603205169343,4700,2350.0,466.2846670150757
2400.0,48.0,100.0,0.0,10.404880522599715,4800,2400.0,475.8955430984497
2450.0,49.0,100.0,0.0,10.706368196253466,4900,2450.0,485.23578000068665
2500.0,50.0,100.0,0.0,10.617094789685256,5000,2500.0,494.654554605484
2550.0,51.0,100.0,0.0,10.70238291927546,5100,2550.0,503.9982693195343
2600.0,52.0,100.0,12.0,10.32245590884667,5200,2600.0,513.6858882904053
2650.0,53.0,100.0,0.0,11.475307306100104,5300,2650.0,522.4002532958984
2700.0,54.0,100.0,0.0,10.486611775041428,5400,2700.0,531.9362237453461
2750.0,55.0,100.0,0.0,11.07862134252382,5500,2750.0,540.9626188278198
2800.0,56.0,100.0,0.0,10.773643608219597,5600,2800.0,550.2445313930511
2850.0,57.0,100.0,0.0,11.237771737637894,5700,2850.0,559.1430938243866
2900.0,58.0,100.0,0.0,10.892677197430553,5800,2900.0,568.3235750198364
2950.0,59.0,100.0,0.0,10.82338354393103,5900,2950.0,577.5628311634064
3000.0,60.0,100.0,0.0,11.293247525951047,6000,3000.0,586.4176821708679
3050.0,61.0,100.0,15.0,2.7596465487179827,6100,3050.0,622.6542084217072
3100.0,62.0,100.0,0.0,10.875216736642603,6200,3100.0,631.8494288921356
3150.0,63.0,100.0,0.0,10.121631278274684,6300,3150.0,641.7292611598969
3200.0,64.0,100.0,0.0,10.7405321350766,6400,3200.0,651.0397889614105
