buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
4100.0,82.0,100.0,12.0,74.186729002114,8200,4100.0,228.6035304069519
4150.0,83.0,100.0,0.0,78.44216254267344,8300,4150.0,229.878356218338
4200.0,84.0,100.0,0.0,75.1574581561524,8400,4200.0,231.2088975906372
4250.0,85.0,100.0,0.0,76.44112701119542,8500,4250.0,232.51709532737732
4300.0,86.0,100.0,0.0,76.8292517622371,8600,4300.0,233.81868386268616
4350.0,87.0,100.0,0.0,74.97979946770704,8700,4350.0,235.1523780822754
4400.0,88.0,100.0,0.0,75.7767684977938,8800,4400.0,236.47204494476318
4450.0,89.0,100.0,0.0,76.77433514199386,8900,4450.0,237.774564743042
4500.0,90.0,100.0,10.0,76.77925404311225,9000,4500.0,239.07700109481812
4550.0,91.0,100.0,0.0,76.28137603519819,9100,4550.0,240.38793802261353
4600.0,92.0,100.0,0.0,73.3998924456265,9200,4600.0,241.75033974647522
4650.0,93.0,100.0,0.0,74.33600024386963,9300,4650.0,243.09558391571045
4700.0,94.0,100.0,0.0,79.0220514702613,9400,4700.0,244.3610544204712
4750.0,95.0,100.0,0.0,76.53682990420634,9500,4750.0,245.6676163673401
4800.0,96.0,100.0,0.0,78.71113755059837,9600,4800.0,246.93808603286743
4850.0,97.0,100.0,0.0,77.28912828641562,9700,4850.0,248.2319302558899
4900.0,98.0,100.0,0.0,77.82344672393344,9800,4900.0,249.5168912410736
4950.0,99.0,100.0,0.0,78.57634626239563,9900,4950.0,250.78954029083252
5000.0,100.0,100.0,0.0,78.20670880647387,10000,5000.0,252.06820440292358
5050.0,101.0,100.0,14.0,4.006095739302568,10100,5050.0,277.03016567230225
5100.0,102.0,100.0,0.0,75.98248797619895,10200,5100.0,278.3462595939636
5150.0,103.0,100.0,10.0,75.90585460648545,10300,5150.0,279.66368198394775
5200.0,104.0,100.0,0.0,78.06895889354857,10400,5200.0,280.94460225105286
5250.0,105.0,100.0,0.0,77.87828435842432,10500,5250.0,282.2286579608917
5300.0,106.0,100.0,14.0,78.55515440100793,10600,5300.0,283.50165128707886
5350.0,107.0,100.0,0.0,79.08145459358491,10700,5350.0,284.7661716938019
5400.0,108.0,100.0,0.0,79.05522098894042,10800,5400.0,286.0311117172241
5450.0,109.0,100.0,12.0,75.31143618410928,10900,5450.0,287.3589322566986
5500.0,110.0,100.0,0.0,77.78155056686104,11000,5500.0,288.64458560943604
5550.0,111.0,100.0,0.0,79.00343095658988,11100,5550.0,289.91035437583923
5600.0,112.0,100.0,0.0,78.35942135556084,11200,5600.0,291.18652629852295
5650.0,113.0,100.0,4.0,77.76009320152772,11300,5650.0,292.4725341796875
5700.0,114.0,100.0,0.0,78.4963333602829,11400,5700.0,293.7464802265167
5750.0,115.0,100.0,11.0,80.03928014141157,11500,5750.0,294.9958686828613
5800.0,116.0,100.0,0.0,79.34422607341514,11600,5800.0,296.25620102882385
5850.0,117.0,100.0,0.0,77.44548142800299,11700,5850.0,297.5474328994751
5900.0,118.0,100.0,0.0,76.77491132353356,11800,5900.0,298.8499433994293
5950.0,119.0,100.0,0.0,79.51278159683609,11900,5950.0,300.107604265213
6000.0,120.0,100.0,0.0,79.96536229366895,12000,6000.0,301.3581473827362
6050.0,121.0,100.0,0.0,3.9589112914662716,12100,6050.0,326.6176190376282
6100.0,122.0,100.0,0.0,76.48389240878535,12200,6100.0,327.925085067749
6150.0,123.0,100.0,0.0,73.07731643442692,12300,6150.0,329.29349994659424
6200.0,124.0,100.0,8.0,71.05556281193613,12400,6200.0,330.70085048675537
6250.0,125.0,100.0,0.0,77.1970341849116,12500,6250.0,331.9962384700775
6300.0,126.0,100.0,0.0,75.75015026122335,12600,6300.0,333.31636905670166
6350.0,127.0,100.0,0.0,76.34501002114898,12700,6350.0,334.6262137889862
6400.0,128.0,100.0,0.0,69.51839377409618,12800,6400.0,336.06468296051025
6450.0,129.0,100.0,0.0,73.88029441470933,12900,6450.0,337.4182252883911
6500.0,130.0,100.0,0.0,75.86679306598106,13000,6500.0,338.7363259792328
6550.0,131.0,100.0,0.0,72.00885332238228,13100,6550.0,340.12504529953003
6600.0,132.0,100.0,0.0,75.39294420643444,13200,6600.0,341.4514305591583
6650.0,133.0,100.0,0.0,75.65801376573005,13300,6650.0,342.77316880226135
6700.0,134.0,100.0,0.0,76.13461672157317,13400,6700.0,344.0866324901581
6750.0,135.0,100.0,17.0,75.52945570331212,13500,6750.0,345.4106206893921
6800.0,136.0,100.0,0.0,74.77662681305469,13600,6800.0,346.7479383945465
6850.0,137.0,100.0,6.0,74.09114210442455,13700,6850.0,348.097629070282
6900.0,138.0,100.0,0.0,74.52963022193791,13800,6900.0,349.43937849998474
6950.0,139.0,100.0,0.0,75.88885205894657,13900,6950.0,350.75709652900696
7000.0,140.0,100.0,0.0,76.80461746510029,14000,7000.0,352.0591027736664
7050.0,141.0,100.0,0.0,3.9747759327987455,14100,7050.0,377.21775484085083
7100.0,142.0,100.0,17.0,77.03391340281922,14200,7100.0,378.51588559150696
7150.0,143.0,100.0,0.0,76.61029320035209,14300,7150.0,379.8211946487427
7200.0,144.0,100.0,0.0,74.31881132540846,14400,7200.0,381.16674995422363
7250.0,145.0,100.0,0.0,75.76707702084636,14500,7250.0,382.48658561706543
7300.0,146.0,100.0,0.0,77.73706278619909,14600,7300.0,383.77297472953796
7350.0,147.0,100.0,0.0,76.04195674371113,14700,7350.0,385.0880391597748
7400.0,148.0,100.0,0.0,78.62116641811133,14800,7400.0,386.3599624633789
7450.0,149.0,100.0,0.0,76.59494583044342,14900,7450.0,387.6655330657959
7500.0,150.0,100.0,4.0,77.22430949642867,15000,7500.0,388.9604630470276
7550.0,151.0,100.0,0.0,76.8513389834701,15100,7550.0,390.261677980423
7600.0,152.0,100.0,0.0,73.05908839526387,15200,7600.0,391.6304340362549
7650.0,153.0,100.0,14.0,70.47113782644725,15300,7650.0,393.04945635795593
7700.0,154.0,100.0,0.0,73.135804251578,15400,7700.0,394.4167766571045
7750.0,155.0,100.0,7.0,77.49470426568743,15500,7750.0,395.7071888446808
7800.0,156.0,100.0,0.0,74.90332831335252,15600,7800.0,397.0422444343567
7850.0,157.0,100.0,13.0,73.9354351051168,15700,7850.0,398.3947775363922
7900.0,158.0,100.0,16.0,73.18188305635923,15800,7900.0,399.7612376213074
7950.0,159.0,100.0,0.0,75.9672534956169,15900,7950.0,401.0775954723358
8000.0,160.0,100.0,0.0,76.90725426346839,16000,8000.0,402.3778645992279
8050.0,161.0,100.0,0.0,3.988755188417601,16100,8050.0,427.4483435153961
8100.0,162.0,100.0,0.0,75.8686868632055,16200,8100.0,428.7664122581482
8150.0,163.0,100.0,9.0,77.00900631615359,16300,8150.0,430.0649628639221
8200.0,164.0,100.0,0.0,76.80097501237809,16400,8200.0,431.36703085899353
8250.0,165.0,100.0,0.0,78.30747139902756,16500,8250.0,432.6440496444702
8300.0,166.0,100.0,0.0,77.21174255045368,16600,8300.0,433.939190864563
8350.0,167.0,100.0,0.0,78.09531257273193,16700,8350.0,435.2196788787842
8400.0,168.0,100.0,0.0,75.66758180400522,16800,8400.0,436.5412497520447
8450.0,169.0,100.0,0.0,75.20923561288305,16900,8450.0,437.8708748817444
8500.0,170.0,100.0,15.0,77.38112830628603,17000,8500.0,439.16318106651306
8550.0,171.0,100.0,0.0,78.18017789640852,17100,8550.0,440.44227862358093
8600.0,172.0,100.0,12.0,77.20729392217943,17200,8600.0,441.73749446868896
8650.0,173.0,100.0,0.0,76.60403878944439,17300,8650.0,443.04291009902954
8700.0,174.0,100.0,14.0,76.76971194958239,17400,8700.0,444.3455078601837
8750.0,175.0,100.0,0.0,78.00240536477801,17500,8750.0,445.62752079963684
8800.0,176.0,100.0,0.0,77.74488698521841,17600,8800.0,446.91377997398376
8850.0,177.0,100.0,0.0,75.83979615508892,17700,8850.0,448.23235058784485
8900.0,178.0,100.0,0.0,77.65874915894301,17800,8900.0,449.5200366973877
8950.0,179.0,100.0,0.0,76.15054055884345,17900,8950.0,450.83322620391846
9000.0,180.0,100.0,11.0,72.46839456301822,18000,9000.0,452.21313977241516
9050.0,181.0,100.0,13.0,3.981113954354436,18100,9050.0,477.33173871040344
9100.0,182.0,100.0,12.0,77.55140227696897,18200,9100.0,478.62120723724365
9150.0,183.0,100.0,0.0,75.8021313783078,18300,9150.0,479.9404327869415
9200.0,184.0,100.0,0.0,77.26230530398414,18400,9200.0,481.2347264289856
9250.0,185.0,100.0,12.0,76.98565553196555,18500,9250.0,482.53367042541504
9300.0,186.0,100.0,13.0,77.39413603847505,18600,9300.0,483.82575964927673
9350.0,187.0,100.0,15.0,78.39546542952611,18700,9350.0,485.1013448238373
9400.0,188.0,100.0,0.0,78.33565422152628,18800,9400.0,486.37790393829346
9450.0,189.0,100.0,0.0,76.03790379745,18900,9450.0,487.69303941726685
9500.0,190.0,100.0,0.0,75.25981505083617,19000,9500.0,489.0217709541321
9550.0,191.0,100.0,0.0,77.52614515598371,19100,9550.0,490.31165981292725
9600.0,192.0,100.0,0.0,73.3371473812458,19200,9600.0,491.6752269268036
9650.0,193.0,100.0,13.0,78.52687225461382,19300,9650.0,492.948677778244
9700.0,194.0,100.0,0.0,77.21910594341506,19400,9700.0,494.2436954975128
9750.0,195.0,100.0,0.0,75.03917175926374,19500,9750.0,495.57633352279663
9800.0,196.0,100.0,13.0,76.07937728990218,19600,9800.0,496.89075207710266
9850.0,197.0,100.0,0.0,73.12180453067799,19700,9850.0,498.25833463668823
9900.0,198.0,100.0,10.0,75.54240613401663,19800,9900.0,499.5820953845978
9950.0,199.0,100.0,11.0,77.59557726166666,19900,9950.0,500.87082958221436
10000.0,200.0,100.0,0.0,73.5005030231331,20000,10000.0,502.2313663959503
10050.0,201.0,100.0,0.0,3.9174556831885634,20100,10050.0,527.7581403255463
10100.0,202.0,100.0,12.0,75.80836513776458,20200,10100.0,529.0772571563721
10150.0,203.0,100.0,18.0,77.31651148262375,20300,10150.0,530.3706438541412
10200.0,204.0,100.0,0.0,75.17270636360557,20400,10200.0,531.7009148597717
10250.0,205.0,100.0,14.0,75.4302576060524,20500,10250.0,533.0266439914703
10300.0,206.0,100.0,0.0,75.60455375366347,20600,10300.0,534.3493168354034
10350.0,207.0,100.0,8.0,75.16342469489696,20700,10350.0,535.6797525882721
10400.0,208.0,100.0,0.0,76.4877419679559,20800,10400.0,536.987152338028
10450.0,209.0,100.0,0.0,78.12910560206929,20900,10450.0,538.2670860290527
10500.0,210.0,100.0,7.0,76.33828476994157,21000,10500.0,539.5770463943481
10550.0,211.0,100.0,0.0,71.63392763209131,21100,10550.0,540.9730343818665
10600.0,212.0,100.0,12.0,71.73016908896632,21200,10600.0,542.3671493530273
10650.0,213.0,100.0,18.0,74.52234708834895,21300,10650.0,543.7090301513672
10700.0,214.0,100.0,10.0,74.98947827626095,21400,10700.0,545.0425517559052
10750.0,215.0,100.0,0.0,74.25411798113544,21500,10750.0,546.3892800807953
10800.0,216.0,100.0,16.0,73.6670980288015,21600,10800.0,547.7467396259308
10850.0,217.0,100.0,0.0,77.65302684148749,21700,10850.0,549.0345206260681
10900.0,218.0,100.0,0.0,77.30988473662538,21800,10900.0,550.3280177116394
10950.0,219.0,100.0,0.0,76.11173786941414,21900,10950.0,551.641877412796
11000.0,220.0,100.0,0.0,73.95898025117428,22000,11000.0,552.9939794540405
11050.0,221.0,100.0,16.0,3.9579391585414085,22100,11050.0,578.2596547603607
11100.0,222.0,100.0,15.0,74.36765918605408,22200,11100.0,579.6043274402618
11150.0,223.0,100.0,15.0,72.59833167486266,22300,11150.0,580.9817705154419
11200.0,224.0,100.0,0.0,73.04295551407351,22400,11200.0,582.3508293628693
11250.0,225.0,100.0,12.0,76.78896721015548,22500,11250.0,583.6531009674072
11300.0,226.0,100.0,0.0,74.6114977697333,22600,11300.0,584.993378162384
11350.0,227.0,100.0,14.0,72.68377967770876,22700,11350.0,586.3692018985748
11400.0,228.0,100.0,0.0,72.87933297828809,22800,11400.0,587.7413346767426
11450.0,229.0,100.0,15.0,75.08773475076671,22900,11450.0,589.0731115341187
11500.0,230.0,100.0,0.0,76.03761431782036,23000,11500.0,590.3882513046265
11550.0,231.0,100.0,0.0,75.72792570895899,23100,11550.0,591.7087695598602
11600.0,232.0,100.0,0.0,79.13067462972208,23200,11600.0,592.9725031852722
11650.0,233.0,100.0,0.0,77.90028446215554,23300,11650.0,594.2561967372894
11700.0,234.0,100.0,18.0,76.36249566008809,23400,11700.0,595.5657410621643
11750.0,235.0,100.0,0.0,74.57453899686557,23500,11750.0,596.9066824913025
11800.0,236.0,100.0,0.0,77.2536957154382,23600,11800.0,598.2011198997498
11850.0,237.0,100.0,0.0,74.24962245015554,23700,11850.0,599.547929763794
11900.0,238.0,100.0,16.0,75.07002179450167,23800,11900.0,600.8800206184387
11950.0,239.0,100.0,10.0,74.74694983620662,23900,11950.0,602.2178688049316
12000.0,240.0,100.0,12.0,75.04117214617763,24000,12000.0,603.5504720211029
12050.0,241.0,100.0,10.0,3.901489452617078,24100,12050.0,629.1817102432251
12100.0,242.0,100.0,0.0,78.56405653354952,24200,12100.0,630.4545578956604
12150.0,243.0,100.0,17.0,75.16859735957628,24300,12150.0,631.7849028110504
12200.0,244.0,100.0,12.0,76.41032320827226,24400,12200.0,633.0936274528503
12250.0,245.0,100.0,0.0,75.64271812162842,24500,12250.0,634.4156334400177
12300.0,246.0,100.0,17.0,77.0766366296613,24600,12300.0,635.7130448818207
12350.0,247.0,100.0,0.0,75.66201266570386,24700,12350.0,637.0347135066986
12400.0,248.0,100.0,0.0,75.00463156690022,24800,12400.0,638.367965221405
12450.0,249.0,100.0,13.0,76.07049123212387,24900,12450.0,639.682537317276
12500.0,250.0,100.0,0.0,74.4904240389496,25000,12500.0,641.0249927043915
12550.0,251.0,100.0,13.0,75.08376944043553,25100,12550.0,642.3568396568298
12600.0,252.0,100.0,0.0,75.17056423660273,25200,12600.0,643.687148809433
12650.0,253.0,100.0,0.0,75.15499369990926,25300,12650.0,645.0177342891693
12700.0,254.0,100.0,9.0,75.80378904723676,25400,12700.0,646.3369300365448
12750.0,255.0,100.0,13.0,71.27315487448236,25500,12750.0,647.7399845123291
12800.0,256.0,100.0,0.0,72.08025659673865,25600,12800.0,649.1273281574249
12850.0,257.0,100.0,7.0,68.9707883674413,25700,12850.0,650.5772185325623
12900.0,258.0,100.0,0.0,73.71322712063507,25800,12900.0,651.9338281154633
12950.0,259.0,100.0,15.0,74.92181919285004,25900,12950.0,653.2685542106628
13000.0,260.0,100.0,0.0,73.37458386470945,26000,13000.0,654.6314251422882
13050.0,261.0,100.0,10.0,3.904068300941006,26100,13050.0,680.2457325458527
13100.0,262.0,100.0,17.0,76.68311254561071,26200,13100.0,681.5498020648956
13150.0,263.0,100.0,0.0,78.52947459650777,26300,13150.0,682.823210477829
13200.0,264.0,100.0,13.0,77.25567361641046,26400,13200.0,684.1176154613495
13250.0,265.0,100.0,0.0,76.04326646156657,26500,13250.0,685.4326577186584
13300.0,266.0,100.0,15.0,75.24399154615914,26600,13300.0,686.7616693973541
13350.0,267.0,100.0,16.0,77.63358014234753,26700,13350.0,688.0497734546661
13400.0,268.0,100.0,16.0,73.58753404536482,26800,13400.0,689.4087002277374
13450.0,269.0,100.0,15.0,76.13004261448718,26900,13450.0,690.7222445011139
13500.0,270.0,100.0,0.0,77.36411491187604,27000,13500.0,692.0148341655731
13550.0,271.0,100.0,10.0,75.41226067017834,27100,13550.0,693.3408799171448
13600.0,272.0,100.0,0.0,74.42292258607476,27200,13600.0,694.6845536231995
13650.0,273.0,100.0,0.0,76.28248590858696,27300,13650.0,695.9954714775085
13700.0,274.0,100.0,0.0,74.25410483551447,27400,13700.0,697.3421998023987
13750.0,275.0,100.0,0.0,73.98281444165457,27500,13750.0,698.6938664913177
13800.0,276.0,100.0,0.0,76.17283405786718,27600,13800.0,700.0066714286804
13850.0,277.0,100.0,17.0,76.84118770205075,27700,13850.0,701.3080585002899
13900.0,278.0,100.0,13.0,78.06534083083496,27800,13900.0,702.5890381336212
13950.0,279.0,100.0,11.0,74.82598510617687,27900,13950.0,703.9254734516144
14000.0,280.0,100.0,15.0,74.7779599647781,28000,14000.0,705.2627668380737
14050.0,281.0,100.0,19.0,3.989965118398437,28100,14050.0,730.3256435394287
14100.0,282.0,100.0,15.0,77.44794108474285,28200,14100.0,731.6168348789215
14150.0,283.0,100.0,13.0,78.84920834101747,28300,14150.0,732.8850796222687
14200.0,284.0,100.0,12.0,77.72726674661209,28400,14200.0,734.1716306209564
14250.0,285.0,100.0,11.0,77.40127715768564,28500,14250.0,735.4636001586914
14300.0,286.0,100.0,17.0,76.57536832565505,28600,14300.0,736.7695043087006
14350.0,287.0,100.0,21.0,74.86340738752249,28700,14350.0,738.1052715778351
14400.0,288.0,100.0,18.0,78.95169387485426,28800,14400.0,739.3718702793121
14450.0,289.0,100.0,0.0,72.9568263958635,28900,14450.0,740.7425451278687
14500.0,290.0,100.0,12.0,75.53357704982982,29000,14500.0,742.066460609436
14550.0,291.0,100.0,11.0,78.3498922813764,29100,14550.0,743.3427882194519
14600.0,292.0,100.0,10.0,77.30116481500116,29200,14600.0,744.636430978775
14650.0,293.0,100.0,9.0,79.68034426100887,29300,14650.0,745.8914468288422
14700.0,294.0,100.0,14.0,77.9480447219116,29400,14700.0,747.1743545532227
14750.0,295.0,100.0,13.0,78.73876918109356,29500,14750.0,748.4443778991699
14800.0,296.0,100.0,0.0,78.98395653447888,29600,14800.0,749.7104594707489
14850.0,297.0,100.0,14.0,78.83967833336654,29700,14850.0,750.9788579940796
14900.0,298.0,100.0,16.0,75.25176745408567,29800,14900.0,752.3077325820923
14950.0,299.0,100.0,17.0,76.72978456664991,29900,14950.0,753.611008644104
15000.0,300.0,100.0,15.0,78.4931015665294,30000,15000.0,754.8850071430206
15050.0,301.0,100.0,14.0,3.952678465081319,30100,15050.0,780.1843090057373
15100.0,302.0,100.0,11.0,74.46195197250398,30200,15100.0,781.5272781848907
15150.0,303.0,100.0,8.0,75.7760839900931,30300,15150.0,782.8469572067261
15200.0,304.0,100.0,0.0,73.91108439649912,30400,15200.0,784.1999351978302
15250.0,305.0,100.0,0.0,73.84266525588221,30500,15250.0,785.5541670322418
15300.0,306.0,100.0,13.0,76.8088369542028,30600,15300.0,786.8561022281647
15350.0,307.0,100.0,0.0,73.54336736527802,30700,15350.0,788.2158451080322
15400.0,308.0,100.0,0.0,76.9007679802104,30800,15400.0,789.5162234306335
15450.0,309.0,100.0,13.0,76.35849188162706,30900,15450.0,790.8258371353149
15500.0,310.0,100.0,12.0,74.50893660502271,31000,15500.0,792.1679592132568
15550.0,311.0,100.0,11.0,76.00162574430985,31100,15550.0,793.4837212562561
15600.0,312.0,100.0,16.0,76.08941109540493,31200,15600.0,794.7979662418365
15650.0,313.0,100.0,9.0,75.20848040570188,31300,15650.0,796.1276044845581
15700.0,314.0,100.0,11.0,74.37128547318802,31400,15700.0,797.4722108840942
15750.0,315.0,100.0,12.0,72.42638609030678,31500,15750.0,798.8529241085052
15800.0,316.0,100.0,15.0,77.2056311480238,31600,15800.0,800.148167848587
15850.0,317.0,100.0,16.0,77.78038222003318,31700,15850.0,801.4338400363922
15900.0,318.0,100.0,8.0,73.77644893637867,31800,15900.0,802.7892873287201
15950.0,319.0,100.0,9.0,74.8459470127675,31900,15950.0,804.1253669261932
16000.0,320.0,100.0,17.0,74.6993985656048,32000,16000.0,805.4640665054321
16050.0,321.0,100.0,11.0,3.8889296493269536,32100,16050.0,831.178083896637
16100.0,322.0,100.0,0.0,78.82646167007522,32200,16100.0,832.446694612503
16150.0,323.0,100.0,11.0,76.59430241051862,32300,16150.0,833.7522759437561
16200.0,324.0,100.0,0.0,74.02926150132605,32400,16200.0,835.1030948162079
16250.0,325.0,100.0,14.0,75.49588960615385,32500,16250.0,836.4276716709137
16300.0,326.0,100.0,9.0,76.19213704725823,32600,16300.0,837.7401444911957
16350.0,327.0,100.0,10.0,75.69026266804177,32700,16350.0,839.061320066452
16400.0,328.0,100.0,10.0,76.39273217909864,32800,16400.0,840.3703463077545
16450.0,329.0,100.0,15.0,76.62801257894498,32900,16450.0,841.6753532886505
16500.0,330.0,100.0,11.0,75.08574532238433,33000,16500.0,843.0071654319763
16550.0,331.0,100.0,7.0,74.84971359656966,33100,16550.0,844.3431777954102
16600.0,332.0,100.0,10.0,77.18392217539098,33200,16600.0,845.6387860774994
16650.0,333.0,100.0,11.0,77.41333435706925,33300,16650.0,846.9305543899536
16700.0,334.0,100.0,10.0,77.06413185573479,33400,16700.0,848.2281763553619
16750.0,335.0,100.0,16.0,76.79516749159644,33500,16750.0,849.5303430557251
16800.0,336.0,100.0,14.0,75.44804598507518,33600,16800.0,850.8557591438293
16850.0,337.0,100.0,11.0,76.62644465730055,33700,16850.0,852.1607928276062
16900.0,338.0,100.0,17.0,75.98029945009756,33800,16900.0,853.4769246578217
16950.0,339.0,100.0,0.0,76.6921843821488,33900,16950.0,854.7808396816254
17000.0,340.0,100.0,0.0,75.61747542114385,34000,17000.0,856.1032865047455
17050.0,341.0,100.0,11.0,3.916861571036615,34100,17050.0,881.633932352066
